Site Location,Stock Status,Material No.,Category,Description,Long tex
PAC,Available,2007225,Fittings,"BUSHING,PIPE;CONC;SZ 3/4 IN*1/2 IN;THD",SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# INDUSTRY_STANDARD:B2.1 SPECIAL_FEATURES:HEX SHOULDER SHORT_NAME:BUSHING PIPE TYPE:CONCENTRIC SIZE:3/4 IN*1/2 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM
PAC,Available,2007227,Fittings,"BUSHING,PIPE;HEX SHLDR;SZ 3/4 IN*1 IN",SHORT_NAME:BUSHING PIPE TYPE:HEXAGON SHOULDER SIZE:3/4 IN*1 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS SOLID STEEL MATERIAL_SPECIFICATION:USA STD B2.1 ASTM SPEC. A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:FS MACHINED FROM
PAC,Available,2007228,Fittings,"BUSHING,PIPE;HEX SHLDR;THD;FCS,SOL STL",SHORT_NAME:BUSHING PIPE TYPE:HEXAGON SHOULDER SIZE:1 IN*1/2 IN*1 IN*1/2 IN*1*1/2 END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS SOLID STEEL MATERIAL_SPECIFICATION:USA STD B2.1 ASTM SPEC. A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:FS CONCENTRIC MACHINED FROM
PAC,Available,2007230,Fittings,"CAP,P;STD;3000#;FCS,MCND FROM SOL STL",SHORT_NAME:CAP PIPE TYPE:STD PRESSURE_RATING:3000# MATERIAL:FORGED CS MACHINED FROM SOLID STEEL NOMINAL_PIPE_SIZE:1/2 IN END_PREPARATION:THREADED MATERIAL_STANDARD:ASTM A105 DIMENSION_STANDARD:USA STD B2.1 GRADE:2
PAC,Available,2007231,Fittings,"CAP,P;STD;3000#;FCS,MCND FROM SOL STL",SHORT_NAME:CAP PIPE TYPE:STD PRESSURE_RATING:3000# MATERIAL:FORGED CS MACHINED FROM SOLID STEEL NOMINAL_PIPE_SIZE:3/4 IN END_PREPARATION:THREADED MATERIAL_STANDARD:ASTM A105 SPECIAL_FEATURES:USA B2.1 DIMENSION_STANDARD:USA STD B2.3
PAC,Available,2007276,Fittings,"COUPLING,P;SZ 1/2 IN;3000#;THD;A105,GR 2",SHORT_NAME:COUPLING PIPE SIZE:1/2 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:USA STD B2.1
PAC,Available,2007277,Fittings,"COUPLING,P;SZ 3/4 IN;3000#;THD;A105,GR 2",SHORT_NAME:COUPLING PIPE SIZE:3/4 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:USA STD B2.3
PAC,Available,2007278,Fittings,"COUPLING,P;SZ 1 IN;3000#;THD;A105,GR 2",SHORT_NAME:COUPLING PIPE SIZE:1 IN END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MACHINED FROM SOLID STEEL MATERIAL_SPECIFICATION:ASTM A105 GR 2 PRESSURE_RATING:3000# SPECIAL_FEATURES:USA STD B2.1
PAC,Available,2007319,Fittings,BOSS;SZ 1/2 IN;PIPE SW;3000#;FS;A105,SHORT_NAME:BOSS SIZE:1/2 IN END_CONNECTION_TYPE:PIPE SW PRESSURE_RATING:3000# MATERIAL:FS MATERIAL_SPECIFICATION:A105
PAC,Available,2007320,Fittings,BOSS;SZ 3/4 IN;PIPE SW;3000#;FS;A105,SHORT_NAME:BOSS SIZE:3/4 IN END_CONNECTION_TYPE:PIPE SW PRESSURE_RATING:3000# MATERIAL:FS MATERIAL_SPECIFICATION:A105
PAC,Available,2007321,Fittings,BOSS;SZ 1 IN;PIPE SW;3000#;FS;A105,SHORT_NAME:BOSS SIZE:1 IN END_CONNECTION_TYPE:PIPE SW PRESSURE_RATING:3000# MATERIAL:FS MATERIAL_SPECIFICATION:A105
PAC,Available,2007375,Fittings,"ELBOW,P;90DEG;SZ 1/2 IN;FCS;3000# CWP;PP",SHORT_NAME:ELBOW PIPE SIZE:1/2 IN END_CONNECTION_TYPE:THREADED USA STD B2.1 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR-2 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP
PAC,Available,2007376,Fittings,"ELBOW,P;90DEG;SZ 3/4 IN;FCS;3000# CWP",SHORT_NAME:ELBOW PIPE SIZE:3/4 IN END_CONNECTION_TYPE:THREADED USA STD B2.3 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR-2 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP USA B2.1
PAC,Available,2007377,Fittings,"ELBOW,P;90DEG;SZ 1 IN;FCS;3000# CWP;PP",SHORT_NAME:ELBOW PIPE SIZE:1 IN END_CONNECTION_TYPE:THREADED USA STD B2.1 STRAIGHT MATERIAL:FORGED CS MATERIAL_SPECIFICATION:A105 GR-2 ASTM A-105 ANGLE:90DEG PRESSURE_RATING:3000# CWP SPECIAL_FEATURES:PP
PAC,Available,2007392,Fittings,"TEE;SZ 1/2 IN;ASTM A-105,GR 2;FCS;THD",SHORT_NAME:TEE TYPE:PIPE STR END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR 2 PRESSURE_RATING:3000# CWP INDUSTRY_STANDARD:SA STD B2.1 SIZE:1/2 IN
PAC,Available,2007393,Fittings,"TEE;SZ 3/4 IN;ASTM A-105,GR 2;FCS;THD",SHORT_NAME:TEE TYPE:PIPE STR END_CONNECTION_TYPE:THREADED MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A-105 GR 2 PRESSURE_RATING:3000# CWP INDUSTRY_STANDARD:USA B2.1 SA STD B2.3 SIZE:3/4 IN
PAC,Available,2007401,Fittings,"UNION;SZ 1/2 IN;3000#;THD;A105,GR 2;FCS",SHORT_NAME:UNION TYPE:PIPE SIZE:1/2 IN END_CONNECTION_TYPE:THREADED PRESSURE_RATING:3000# MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A105 GR 2 DIMENSION_STANDARD:USA STD B2.1
PAC,Available,2007402,Fittings,"UNION;SZ 3/4 IN;3000#;THD;A105,GR 2;FCS",SHORT_NAME:UNION TYPE:PIPE SIZE:3/4 IN END_CONNECTION_TYPE:THREADED PRESSURE_RATING:3000# MATERIAL:FORGED CS MATERIAL_SPECIFICATION:ASTM A105 GR 2 SPECIAL_FEATURES:USA STD B2.1 DIMENSION_STANDARD:USA STD B2.3
PAC,Available,2007440,Fittings,"FLANGE,WN;SZ 4 IN;150#;A105;GR-2",SHORT_NAME:FLANGE WELDNECK SIZE:4 IN PRESSURE_RATING:150# MATERIAL:GR-2 MATERIAL_SPECIFICATION:A105 SCHEDULE:40 BORE
PAC,Available,2008076,Fittings,"PLUG,P;SZ 1/8 IN;A105",SHORT_NAME:PLUG PIPE SIZE:1/8 IN MATERIAL_STANDARD:A105 PRESSURE_CLASS:3000#
PAC,Available,2008078,Fittings,"PLUG,P;SZ 1/2 IN;THD;A105;GR 2",SHORT_NAME:PLUG PIPE TYPE:THREADED SIZE:1/2 IN MATERIAL_STANDARD:A105 PRESSURE_CLASS:3000# GRADE:2
PAC,Available,2008079,Fittings,"PLUG,P;SZ 3/4 IN;THD;A105;GR 2",SIZE:3/4 IN MATERIAL_STANDARD:A105 PRESSURE_CLASS:3000# GRADE:2 SHORT_NAME:PLUG PIPE TYPE:THREADED
PAC,Available,2008080,Fittings,"PLUG,P;SZ 1 IN;THD;A105;GR 2",SHORT_NAME:PLUG PIPE TYPE:THREADED SIZE:1 IN MATERIAL_STANDARD:A105 PRESSURE_CLASS:3000# GRADE:2
PAC,Available,2008175,Fittings,"NIPPLE,P;SZ 1/2 IN*4 IN*S160",SHORT_NAME:NIPPLE PIPE SIZE:1/2 IN*4 IN*S160 MATERIAL:ASTM A234 GR WPB END_CONNECTION:THREAD BOTH END
PAC,Available,2008275,Fittings,"NIPPLE,P;SZ 3/4 IN*1/4 IN*S80;A105,GR-2",SHORT_NAME:NIPPLE PIPE TYPE:SWAGED CONCENTRIC SIZE:3/4 IN*1/4 IN*S80 MATERIAL:A105 GR-2 END_CONNECTION:THREAD BOTH END
PAC,Available,2008276,Fittings,NIPPLE;PIPE;3/4X1/2IN;SCH80;STL A234 GR2,NIPPLE  PIPE SHORT_NAME: PIPE NIPPLE TYPE: SWAGED CONCENTRIC SIZE: 3/4 X 1/2 IN MATERIAL: STEEL ASTM A234 GR 2 END_CONNECTION: THREAD BOTH END SCHEDULE: SCH 80
PAC,Available,2008278,Fittings,"NIPPLE,P;SZ 1 IN*S80;3/4 IN LG;A105",SHORT_NAME:NIPPLE PIPE TYPE:SWAGED CONCENTRIC SIZE:1 IN*S80 LENGTH:3/4 IN MATERIAL:A105 END_CONNECTION:GR-2 THREAD BOTH END
PAC,Available,2008285,Fittings,PIPE;SZ 3/4 IN;3 IN LG;SCH 160;GRB,SHORT_NAME:PIPE TYPE:NIPPLE MATERIAL:GRB SIZE:3/4 IN LENGTH:3 IN MANUFACTURE_PROCESS:SML INDUSTRY_STANDARD:API 5L SCHEDULE:160
PAC,Available,2012670,General,FLASHLIGHT;RAZOR;LED;3AA;LIME;60160,
PAC,Available,2015610,Fittings,CLEANING;RAGS;COTTN;20KG,SHORT_NAME:CLEANING SUPPLY TYPE:RAGS MATERIAL:COTTON PACKAGE_TYPE:BURLAP BAG AND STRAPPED NETT/BALE PACKAGE_SIZE:20KG SPECIAL_FEATURES:COLOURED SEWN STERILISED FREE FROM BUTTONS PINS HOOKS AND EYE
PAC,Available,2016274,Gasket,"GASKET,SW;SZ 3/4 IN;1500#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 321L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:1500# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG04 SS321W W/INNER RING
PAC,Available,2016478,Gasket,"GASKET,SW;SZ 2 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016479,Gasket,"GASKET,SW;SZ 3 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016480,Gasket,"GASKET,SW;SZ 4 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016481,Gasket,"GASKET,SW;SZ 6 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016482,Gasket,"GASKET,SW;SZ 8 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016484,Gasket,"GASKET,SW;SZ 12 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016492,Gasket,"GASKET,SW;SZ 10 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016500,Gasket,"GASKET,SW;SZ 1.1/2 IN;300#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016502,Gasket,"GASKET,SW;SZ 1 IN;300#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016507,Gasket,"GASKET,SW;SZ 1/2 IN;300#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:300# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016544,Gasket,"GASKET,SW;SZ 2 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016545,Gasket,"GASKET,SW;SZ 3 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016547,Gasket,"GASKET,SW;SZ 6 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016548,Gasket,"GASKET,SW;SZ 8 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016550,Gasket,"GASKET,SW;SZ 12 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:12 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016551,Gasket,"GASKET,SW;SZ 3/4 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:3/4 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016554,Gasket,"24""x150# Leader SRI 316L/316L/FG/CS","24""x150# Leader SRI 316L/316L/FG/CS"
PAC,Available,2016558,Gasket,"GASKET,SW;SZ 10 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016566,Gasket,"GASKET,SW;SZ 1.1/2 IN;150#;B16.20",GWG01 W/INNER RING SHORT_NAME:GASKET SPIRAL WOUND SIZE:1.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON
PAC,Available,2016568,Gasket,"GASKET,SW;SZ 1 IN;150#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016573,Gasket,"GASKET,SW;SZ 1/2 IN;150#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016581,Gasket,"GASKET,SW;SZ 6 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:6 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016583,Gasket,"GASKET,SW;SZ 10 IN;600#;FLEX GRPHT FILL",SHORT_NAME:GASKET SPIRAL WOUND SIZE:10 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2016591,Gasket,"GASKET,SW;SZ 8 IN;600#;TYPE 316L SS WNDG",SHORT_NAME:GASKET SPIRAL WOUND SIZE:8 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:600# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2025023,Fittings,RESPIRATORY PROTECTION;HLF MASK;SZ MED,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:MEDIUM CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6200
PAC,Available,2025024,Fittings,RESPIRATORY PROTECTION;HLF MASK;SZ SMALL,SHORT_NAME:RESPIRATORY PROTECTION TYPE:HALF MASK SIZE:SMALL CONNECTION_TYPE:BAYONET MATERIAL:THERMOPLASTIC ELASTOMER FACEPIECE/HEAD HARNESS HEAD_STRAP_TYPE:DROP DOWN INDUSTRY_STANDARD:NIOSH OSHA 29 CFR 1910.134 SPECIAL_FEATURES:24 EA/CASE IT IS THE RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS||HALF-FACEPIECE MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6100
PAC,Available,2033360,Fittings,FORM/PERMIT/CHECKLIST,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:ROAD CLOSURE AUTHORIZATION PACKAGE_UNIT:3 COPIES 50 SETS/PAD
PAC,Available,2033362,Fittings,FORM/PERMIT/CHECKLIST,SHORT_NAME:FORM/PERMIT/CHECKLIST ITEM_DESCRIPTION:EXCAVATION PERMIT AUTHORIZATION PACKAGE_UNIT:3 COPIES 50 SETS/PAD SPECIAL_FEATURES:APPLICABLE ONLY IF DEPTH IS GREATER THAN 6 IN
PAC,Available,2044601,Safety,"HAT,HARD;POLY;6.5-8;FAS-TRAC;WHT","HAT,HARD, COLOUR: WHITE, INDUSTRY_STANDARD: ANSI Z89.1-2009,CSA 294.1-2005, LOGO_CRESTING: EXXONMOBIL, MANUFACTURER: MSA, MATERIAL: POLYETHYLENE, MFR_PART_NUMBER: 475358EX, SIZE: 6.5-8, SUSPENSION_TYPE: FAS-TRAC, WITH STRAPS"
PAC,Available,2111304,Fittings,TAPE;50FT LG;1/2 IN WD;TFLN,SHORT_NAME:TAPE LENGTH:50FT WIDTH:1/2 IN MATERIAL:TEFLON
PAC,Available,2156082,Valve,VLV:GT;NPS 3/4;CL800;VSA01;CS;SCKT WLD,VALVE:GATE SIZE: NPS 3/4 PRESSURE RATING: CL800 GEMS ID: VSA01 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: SOCKET WELD API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 602 BODY BONNET CONNECTION: BOLTED OR WELDED BONNET BODY MATERIAL STANDARD: ASTM A105 ADDITIONAL INFORMATION: STEM_TYPE:OUTSIDE STEM AND INSIDE YOKE FEATURES:MATERIAL:FLEXIBLE GRAPHITE FILLED GASKET FLEXIBLE GRAPHITE PACKING PER GP 03-12-08
PAC,Available,2156761,Valve,VLV:GT;NPS 3/4;CL800;VSA07;CS;#8;API 602,GEMS ID: VSA07 BODY MATERIAL: CARBON STEEL END CONNECTION TYPE: SOCKET WELD X THREADED API TRIM NUMBER: #8 DESIGN SPECIFICATION: API 602 BODY BONNET CONNECTION: BOLTED OR WELDED BONNET BODY MATERIAL STANDARD: ASTM A105 ADDITIONAL INFORMATION: W/FLEXIBLE GRAPHITE FILLED SPIRAL WOUND GASKET METAL TAGGED VSA07 VALVE:GATE SIZE: NPS 3/4 PRESSURE RATING: CL800
PAC,Available,2157830,Gasket,"GASKET,SW;SZ 2.1/2 IN;150#;B16.20",SHORT_NAME:GASKET SPIRAL WOUND SIZE:2.1/2 IN WINDING_MATERIAL:TYPE 316L SS FILLER_MATERIAL:FLEXIBLE GRAPHITE PRESSURE_RATING:150# INDUSTRY_STANDARD:ASME B16.20 SPECIAL_FEATURES:RF MINIMUM 98% PURE C ARBON GWG01 W/INNER RING
PAC,Available,2159667,Safety,RESPIRATORY PROTECTION;BAYNT;6003;3M,RESPONSIBILITY OF THE REQUESTOR OF THE RESPIRATORS THAT THE RESPIRATORS PURCHASED ARE DISTRIBUTED TO PERSONNEL W/VALID FIT-TEST RESPIRATOR CARDS MANUFACTURER_NAME:3M MANUFACTURER_PART_NUMBER:6003 SHORT_NAME:RESPIRATORY PROTECTION TYPE:CATRIDGE ORG VAPR/ACID SIZE:3.4 IN OAL HT*4.2 IN OAL LG CONNECTION_TYPE:BAYONET CARTRIDGE_TYPE:GAS AND VAPOR SPECIAL_FEATURES:60/CASE IT IS THE
PAC,Available,2159721,Safety,HEARING PROTECTION;EARPLUGS;100/BOX,SHORT_NAME:HEARING PROTECTION ITEM_DESCRIPTION:EARPLUGS TYPE:DISPOSABLE CORDED NOISE_REDUCTION_RATING:MAX 30 NRR-33 SPECIAL_FEATURES:100/BOX MANUFACTURER_NAME:HOWARD LEIGHT
PAC,Available,2162340,Elbow,"ELBOW,P;90DEG;SZ 3/4 IN;FCS;A105;SW",SHORT_NAME:ELBOW PIPE SIZE:3/4 IN END_CONNECTION_TYPE:SW MATERIAL:FCS MATERIAL_SPECIFICATION:A105 ANGLE:90DEG PRESSURE_RATING:6000#
PAC,Available,2166265,Lubricant,COMPOUND/LUBRICANT;10FT S;BOX PACKAGE,"SHORT_NAME:LUBRICANT/SEALANT COMPOUND ITEM_DESCRIPTION:GREASE PACKAGE_SIZE:10FT S PACKAGE_TYPE:BOX APPLICATION:MULTI PURPOSE SPECIAL_FEATURES:HIGH-TEMP JT-6 IN MYSTIK"""
PAC,Available,2166295,Lubricant,COMPOUND/LUBRICANT;RTV 732;12FT S;CLR,SHORT_NAME:LUBRICANT/SEALANT COMPOUND COLOR:CLEAR PACKAGE_SIZE:12FT S PACKAGE_TYPE:BOX TRADE_NAME:RTV 732 APPLICATION:MULTI PURPOSE
PAC,Available,2166306,General,"TAPE,BARRICADE;PVC;NON",SHORT_NAME:TAPE BARRICADE MATERIAL:PVC ADHESIVE:NON SPECIAL_FEATURES:W/RED AND WHITE STRIP SIZE:3 IN WIDE*80 MTR ROLL
PAC,Available,2166354,Category ,"CABLE-TIE,200 X 4.8MM 100'S/BG",CABLE-TIE 200 X 4.8MM 100'S / BG
PAC,Available,2167383,General,CLEANING;CLNR ELEC CONTACT;11 OZ;LPS,SHORT_NAME:CLEANING SUPPLY TYPE:CLEANER ELECTRICAL CONTACT MATERIAL:PLASTIC METAL FIBRE RUBBER PAINT FABRIC AND GLASS SURFACE LOW TOXICITY PACKAGE_TYPE:AEROSOL CAN PACKAGE_SIZE:11 OZ SPECIAL_FEATURES:FAST EVAPORATION NO RINSING AND NO RESIDUE NON-CONDUCTIVE SAFE ON MANUFACTURER_NAME:LPS MANUFACTURER_PART_NUMBER:03116
PAC,Available,2167495,General,ABSORBENT;OILSORB PAD;PP;GNRL PRPSE,SHORT_NAME:ABSORBENT TYPE:OILSORB PAD MATERIAL:POLYPROPYLENE SIZE:3/8 IN*17 IN*19 IN SPECIAL_FEATURES:GENERAL PURPOSE PACKAGE_UNIT:100 PIECES/BAG
